Term,AddDate,DropStatus,DropDate,Course,Section,Location,Subject,Division,StartTime,Days,SectionNumber,TERM_DATE,TERM_START_DATE,TERM_END_DATE,TERM_EARLY_REG,DaysBeforeStart,DropDateRecode,AddDateRecode,DateFilter,Info
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/6/2018,1/14/2019,5/15/2019,10/29/2018,-69,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/7/2018,1/14/2019,5/15/2019,10/29/2018,-68,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/8/2018,1/14/2019,5/15/2019,10/29/2018,-67,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/9/2018,1/14/2019,5/15/2019,10/29/2018,-66,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/10/2018,1/14/2019,5/15/2019,10/29/2018,-65,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/11/2018,1/14/2019,5/15/2019,10/29/2018,-64,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/12/2018,1/14/2019,5/15/2019,10/29/2018,-63,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/13/2018,1/14/2019,5/15/2019,10/29/2018,-62,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/14/2018,1/14/2019,5/15/2019,10/29/2018,-61,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/15/2018,1/14/2019,5/15/2019,10/29/2018,-60,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/16/2018,1/14/2019,5/15/2019,10/29/2018,-59,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/17/2018,1/14/2019,5/15/2019,10/29/2018,-58,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/18/2018,1/14/2019,5/15/2019,10/29/2018,-57,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/19/2018,1/14/2019,5/15/2019,10/29/2018,-56,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/20/2018,1/14/2019,5/15/2019,10/29/2018,-55,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/21/2018,1/14/2019,5/15/2019,10/29/2018,-54,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/22/2018,1/14/2019,5/15/2019,10/29/2018,-53,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/23/2018,1/14/2019,5/15/2019,10/29/2018,-52,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/24/2018,1/14/2019,5/15/2019,10/29/2018,-51,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/25/2018,1/14/2019,5/15/2019,10/29/2018,-50,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/26/2018,1/14/2019,5/15/2019,10/29/2018,-49,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/27/2018,1/14/2019,5/15/2019,10/29/2018,-48,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/28/2018,1/14/2019,5/15/2019,10/29/2018,-47,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/29/2018,1/14/2019,5/15/2019,10/29/2018,-46,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,11/30/2018,1/14/2019,5/15/2019,10/29/2018,-45,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/1/2018,1/14/2019,5/15/2019,10/29/2018,-44,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/2/2018,1/14/2019,5/15/2019,10/29/2018,-43,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/3/2018,1/14/2019,5/15/2019,10/29/2018,-42,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/4/2018,1/14/2019,5/15/2019,10/29/2018,-41,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/5/2018,1/14/2019,5/15/2019,10/29/2018,-40,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/6/2018,1/14/2019,5/15/2019,10/29/2018,-39,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/7/2018,1/14/2019,5/15/2019,10/29/2018,-38,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/8/2018,1/14/2019,5/15/2019,10/29/2018,-37,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/9/2018,1/14/2019,5/15/2019,10/29/2018,-36,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/10/2018,1/14/2019,5/15/2019,10/29/2018,-35,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/11/2018,1/14/2019,5/15/2019,10/29/2018,-34,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/12/2018,1/14/2019,5/15/2019,10/29/2018,-33,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/13/2018,1/14/2019,5/15/2019,10/29/2018,-32,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/14/2018,1/14/2019,5/15/2019,10/29/2018,-31,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/15/2018,1/14/2019,5/15/2019,10/29/2018,-30,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/16/2018,1/14/2019,5/15/2019,10/29/2018,-29,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/17/2018,1/14/2019,5/15/2019,10/29/2018,-28,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/18/2018,1/14/2019,5/15/2019,10/29/2018,-27,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/19/2018,1/14/2019,5/15/2019,10/29/2018,-26,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/20/2018,1/14/2019,5/15/2019,10/29/2018,-25,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/21/2018,1/14/2019,5/15/2019,10/29/2018,-24,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/22/2018,1/14/2019,5/15/2019,10/29/2018,-23,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/23/2018,1/14/2019,5/15/2019,10/29/2018,-22,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/24/2018,1/14/2019,5/15/2019,10/29/2018,-21,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/25/2018,1/14/2019,5/15/2019,10/29/2018,-20,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/26/2018,1/14/2019,5/15/2019,10/29/2018,-19,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/27/2018,1/14/2019,5/15/2019,10/29/2018,-18,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/28/2018,1/14/2019,5/15/2019,10/29/2018,-17,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/29/2018,1/14/2019,5/15/2019,10/29/2018,-16,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/30/2018,1/14/2019,5/15/2019,10/29/2018,-15,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,12/31/2018,1/14/2019,5/15/2019,10/29/2018,-14,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/1/2019,1/14/2019,5/15/2019,10/29/2018,-13,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/2/2019,1/14/2019,5/15/2019,10/29/2018,-12,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/3/2019,1/14/2019,5/15/2019,10/29/2018,-11,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/4/2019,1/14/2019,5/15/2019,10/29/2018,-10,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/5/2019,1/14/2019,5/15/2019,10/29/2018,-9,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/6/2019,1/14/2019,5/15/2019,10/29/2018,-8,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/7/2019,1/14/2019,5/15/2019,10/29/2018,-7,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/8/2019,1/14/2019,5/15/2019,10/29/2018,-6,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/9/2019,1/14/2019,5/15/2019,10/29/2018,-5,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/10/2019,1/14/2019,5/15/2019,10/29/2018,-4,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/11/2019,1/14/2019,5/15/2019,10/29/2018,-3,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/12/2019,1/14/2019,5/15/2019,10/29/2018,-2,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/13/2019,1/14/2019,5/15/2019,10/29/2018,-1,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/14/2019,1/14/2019,5/15/2019,10/29/2018,0,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/15/2019,1/14/2019,5/15/2019,10/29/2018,1,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/16/2019,1/14/2019,5/15/2019,10/29/2018,2,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/17/2019,1/14/2019,5/15/2019,10/29/2018,3,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/18/2019,1/14/2019,5/15/2019,10/29/2018,4,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/19/2019,1/14/2019,5/15/2019,10/29/2018,5,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/20/2019,1/14/2019,5/15/2019,10/29/2018,6,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/21/2019,1/14/2019,5/15/2019,10/29/2018,7,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/22/2019,1/14/2019,5/15/2019,10/29/2018,8,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/23/2019,1/14/2019,5/15/2019,10/29/2018,9,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/24/2019,1/14/2019,5/15/2019,10/29/2018,10,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/25/2019,1/14/2019,5/15/2019,10/29/2018,11,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/26/2019,1/14/2019,5/15/2019,10/29/2018,12,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/27/2019,1/14/2019,5/15/2019,10/29/2018,13,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/28/2019,1/14/2019,5/15/2019,10/29/2018,14,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/29/2019,1/14/2019,5/15/2019,10/29/2018,15,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/30/2019,1/14/2019,5/15/2019,10/29/2018,16,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,1/31/2019,1/14/2019,5/15/2019,10/29/2018,17,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/1/2019,1/14/2019,5/15/2019,10/29/2018,18,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/2/2019,1/14/2019,5/15/2019,10/29/2018,19,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/3/2019,1/14/2019,5/15/2019,10/29/2018,20,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/4/2019,1/14/2019,5/15/2019,10/29/2018,21,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/5/2019,1/14/2019,5/15/2019,10/29/2018,22,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/6/2019,1/14/2019,5/15/2019,10/29/2018,23,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/7/2019,1/14/2019,5/15/2019,10/29/2018,24,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/8/2019,1/14/2019,5/15/2019,10/29/2018,25,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/9/2019,1/14/2019,5/15/2019,10/29/2018,26,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/10/2019,1/14/2019,5/15/2019,10/29/2018,27,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/11/2019,1/14/2019,5/15/2019,10/29/2018,28,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/12/2019,1/14/2019,5/15/2019,10/29/2018,29,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/13/2019,1/14/2019,5/15/2019,10/29/2018,30,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/14/2019,1/14/2019,5/15/2019,10/29/2018,31,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/15/2019,1/14/2019,5/15/2019,10/29/2018,32,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/16/2019,1/14/2019,5/15/2019,10/29/2018,33,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/17/2019,1/14/2019,5/15/2019,10/29/2018,34,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/18/2019,1/14/2019,5/15/2019,10/29/2018,35,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/19/2019,1/14/2019,5/15/2019,10/29/2018,36,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/20/2019,1/14/2019,5/15/2019,10/29/2018,37,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/21/2019,1/14/2019,5/15/2019,10/29/2018,38,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/22/2019,1/14/2019,5/15/2019,10/29/2018,39,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/23/2019,1/14/2019,5/15/2019,10/29/2018,40,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/24/2019,1/14/2019,5/15/2019,10/29/2018,41,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/25/2019,1/14/2019,5/15/2019,10/29/2018,42,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/26/2019,1/14/2019,5/15/2019,10/29/2018,43,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/27/2019,1/14/2019,5/15/2019,10/29/2018,44,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,2/28/2019,1/14/2019,5/15/2019,10/29/2018,45,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,3/1/2019,1/14/2019,5/15/2019,10/29/2018,46,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,3/2/2019,1/14/2019,5/15/2019,10/29/2018,47,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
2019SP,11/6/2018,NA,NA,ABC-101,ABC-101-103,MC,ABC,MSTH,3:00PM,M W ,103,3/3/2019,1/14/2019,5/15/2019,10/29/2018,48,5/15/2019,11/6/2018,TRUE,103//3:00PM//M W 
